latitude,longitude,site_name,marine_animal,scientific_name,month,hour_of_day,is_day,is_peak_sun_hours,wave_height,wave_direction,sea_surface_temperature,ocean_current_velocity,ocean_current_direction,sea_level_height_msl,uv_index_max,temperature_2m,relative_humidity_2m,precipitation_probability,precipitation,wind_speed_120m,wind_direction_120m,pressure_msl,surface_pressure,typical_depth,animal_probability,best_months,weather_condition,notes,safety_score,verdict,recommended_suit,recommended_spf
25.35207,56.37852,Shark Island,Blacktip reef shark,Carcharhinus melanopterus,2,6,1,0,2.95,35,17.0,0.11,194,0.04,3.8,17.3,74,63,6.9,2.9,6,1007.5,1015.0,5-14,25,Oct-May,Sunny: good. Overcast: good. Rain: fair. Windy: poor.,Occasional. Stay near reef edge.,48,Unsafe,semi-dry suit,SPF 30
25.35207,56.37852,Shark Island,Blacktip reef shark,Carcharhinus melanopterus,3,15,1,1,0.82,37,23.9,0.3,180,0.02,6.4,26.7,88,72,6.9,9.9,38,1007.4,1002.0,5-14,25,Oct-May,Sunny: good. Overcast: good. Rain: fair. Windy: poor.,Occasional. Stay near reef edge.,82,Safe,5mm wetsuit,SPF 50
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,5,12,1,1,2.25,64,21.4,0.49,124,0.38,8.0,22.0,83,39,2.6,3.5,116,1015.8,1018.9,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,56,Unsafe,5mm wetsuit,SPF 50+
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,9,18,1,0,1.11,144,25.9,1.3,269,0.09,2.0,26.7,47,5,1.5,13.2,313,1015.3,1018.0,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,57,Unsafe,3mm wetsuit,SPF 15
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,9,17,1,0,0.89,260,24.9,0.7,283,0.31,4.4,26.6,43,11,5.3,5.2,359,1021.6,1006.5,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,73,Safe,3mm wetsuit,SPF 30
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,9,16,1,0,3.02,193,24.5,1.36,66,0.48,3.7,25.7,72,67,2.2,5.6,70,1008.3,1005.7,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,28,Unsafe,3mm wetsuit,SPF 30
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,3,11,1,1,0.78,209,23.8,1.19,63,-0.24,5.3,25.0,60,54,2.8,7.9,148,1010.7,1008.2,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,64,Safe,5mm wetsuit,SPF 50
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,6,11,1,1,1.03,41,28.4,0.65,330,-0.45,6.6,30.5,55,60,5.8,9.2,184,1018.2,1012.2,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,72,Safe,light wetsuit,SPF 50
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,11,8,1,0,3.13,2,26.4,0.44,187,0.29,5.7,27.6,84,23,4.4,1.3,325,1005.3,1016.3,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,44,Unsafe,3mm wetsuit,SPF 50
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,11,10,1,1,1.59,178,23.4,1.07,47,0.13,5.3,24.8,66,25,7.9,2.8,175,1009.2,1011.0,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,55,Unsafe,5mm wetsuit,SPF 50
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,10,15,1,1,1.75,62,26.1,1.13,360,-0.01,9.4,28.2,87,14,6.6,7.9,331,1006.1,1015.0,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,41,Unsafe,3mm wetsuit,SPF 50+
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,7,18,1,0,2.28,116,27.8,0.15,164,0.15,4.2,28.1,54,51,4.1,6.9,263,1021.6,1003.6,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,63,Safe,3mm wetsuit,SPF 30
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,11,15,1,1,2.48,93,20.4,0.6,323,0.42,8.7,20.7,44,60,6.2,3.2,200,1017.4,1010.3,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,41,Unsafe,5mm wetsuit,SPF 50+
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,1,9,1,0,0.38,125,18.4,0.95,120,0.47,3.5,20.6,70,15,0.6,9.4,205,1014.1,1014.0,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,72,Safe,semi-dry suit,SPF 30
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,2,18,1,0,0.59,360,22.8,0.44,70,0.04,2.3,24.8,64,54,2.5,13.8,265,1008.4,1004.7,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,82,Safe,5mm wetsuit,SPF 30
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,1,6,1,0,0.85,128,20.1,0.95,150,-0.45,5.7,20.1,66,59,1.7,1.4,343,1022.8,1018.0,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,68,Safe,5mm wetsuit,SPF 50
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,8,11,1,1,1.45,122,27.1,0.49,350,-0.15,5.2,29.7,67,19,3.2,2.5,17,1018.3,1009.0,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,68,Safe,3mm wetsuit,SPF 50
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,3,7,1,0,0.8,274,21.1,0.78,36,-0.02,2.4,22.6,49,26,7.4,13.6,140,1016.3,1006.2,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,72,Safe,5mm wetsuit,SPF 30
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,10,17,1,0,0.77,70,27.5,1.0,58,-0.4,2.9,29.5,72,41,5.1,9.3,289,1022.3,1011.8,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,68,Safe,3mm wetsuit,SPF 30
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,10,10,1,1,1.29,34,25.2,0.61,295,0.48,5.9,27.6,83,15,2.8,13.1,121,1022.8,1018.3,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,68,Safe,3mm wetsuit,SPF 50
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,7,9,1,0,2.85,64,28.7,0.41,227,0.26,5.9,31.1,41,0,5.8,1.3,334,1023.3,1007.7,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,49,Unsafe,light wetsuit,SPF 50
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,7,15,1,1,0.66,319,28.1,0.93,99,0.12,8.5,31.1,63,77,1.5,2.6,132,1007.0,1010.3,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,62,Safe,light wetsuit,SPF 50+
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,2,13,1,1,2.23,200,23.0,0.99,125,-0.31,6.5,24.4,69,53,0.1,9.2,286,1020.3,1001.1,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,47,Unsafe,5mm wetsuit,SPF 50
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,12,9,1,0,1.64,319,20.8,0.93,269,-0.3,5.4,22.8,88,22,3.9,9.5,329,1005.8,1012.9,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,57,Unsafe,5mm wetsuit,SPF 50
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,7,12,1,1,1.37,324,27.1,0.2,9,-0.2,7.7,29.2,43,12,7.9,4.4,226,1005.2,1007.3,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,75,Safe,3mm wetsuit,SPF 50+
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,12,11,1,1,1.27,41,21.1,0.19,170,0.16,7.4,22.7,66,5,0.1,9.7,317,1010.3,1012.4,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,77,Safe,5mm wetsuit,SPF 50+
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,1,7,1,0,2.16,179,23.0,0.91,77,0.47,4.5,25.6,51,59,2.1,8.9,232,1017.8,1005.3,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,49,Unsafe,5mm wetsuit,SPF 30
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,9,13,1,1,2.98,360,22.2,1.39,280,-0.32,8.3,23.7,65,13,4.7,2.0,215,1023.6,1017.0,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,18,Unsafe,5mm wetsuit,SPF 50+
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,10,12,1,1,0.47,269,26.9,1.38,276,0.28,6.4,28.3,72,53,0.6,7.9,45,1008.7,1005.0,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,65,Safe,3mm wetsuit,SPF 50
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,9,9,1,0,1.81,63,22.2,0.98,237,0.0,4.0,23.3,60,67,7.8,13.0,302,1013.6,1007.5,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,53,Unsafe,5mm wetsuit,SPF 30
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,5,18,1,0,2.68,84,20.9,0.21,160,0.24,4.6,21.8,87,28,3.9,1.4,136,1021.5,1017.8,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,56,Unsafe,5mm wetsuit,SPF 30
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,10,18,1,0,1.17,25,27.0,1.05,336,0.38,4.8,28.7,48,2,0.6,6.6,342,1013.9,1006.3,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,61,Safe,3mm wetsuit,SPF 30
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,12,10,1,1,2.96,117,18.6,1.36,73,-0.31,8.8,18.7,82,36,3.8,7.9,135,1023.0,1000.6,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,16,Unsafe,semi-dry suit,SPF 50+
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,1,9,1,0,0.75,61,19.7,0.51,190,-0.2,5.5,20.7,64,27,5.8,3.0,187,1007.0,1001.0,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,78,Safe,semi-dry suit,SPF 50
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,12,7,1,0,2.17,310,17.5,0.96,326,-0.14,3.1,18.8,87,69,0.3,8.7,355,1011.3,1010.5,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,43,Unsafe,semi-dry suit,SPF 30
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,3,8,1,0,0.67,345,24.7,0.56,341,-0.1,4.9,26.4,49,45,2.8,11.2,214,1007.6,1016.4,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,79,Safe,3mm wetsuit,SPF 30
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,11,17,1,0,1.94,199,22.3,0.63,230,-0.32,5.9,24.0,48,41,3.5,8.6,211,1016.2,1004.7,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,58,Unsafe,5mm wetsuit,SPF 50
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,12,8,1,0,1.64,358,19.8,0.97,105,0.44,2.5,22.3,53,49,6.1,9.4,169,1019.2,1002.1,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,56,Unsafe,semi-dry suit,SPF 30
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,1,9,1,0,1.78,158,17.1,0.42,134,0.17,2.8,20.0,46,17,3.4,7.4,248,1008.8,1014.9,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,59,Unsafe,semi-dry suit,SPF 30
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,4,14,1,1,0.63,243,20.0,0.74,6,0.28,5.2,21.6,87,69,1.0,6.3,79,1005.1,1007.7,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,76,Safe,5mm wetsuit,SPF 50
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,12,12,1,1,2.04,114,16.3,0.83,204,0.41,7.1,16.5,60,69,1.6,7.7,0,1011.2,1002.9,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,45,Unsafe,semi-dry suit,SPF 50+
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,7,18,1,0,2.28,21,28.8,0.49,215,-0.04,4.2,31.7,50,19,7.8,9.0,291,1013.9,1002.0,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,56,Unsafe,light wetsuit,SPF 30
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,5,11,1,1,0.45,173,22.2,0.72,282,0.38,7.8,22.8,61,56,0.2,5.5,169,1014.7,1011.6,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,79,Safe,5mm wetsuit,SPF 50+
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,10,16,1,0,0.27,95,21.4,0.47,113,0.24,2.4,21.8,61,4,0.7,11.4,147,1005.4,1004.9,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,87,Safe,5mm wetsuit,SPF 30
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,2,14,1,1,2.5,242,23.4,0.68,135,-0.35,5.9,25.1,64,75,3.9,12.7,120,1007.9,1014.6,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,49,Unsafe,5mm wetsuit,SPF 50
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,7,13,1,1,0.29,293,25.7,0.57,211,0.22,6.9,27.9,78,18,7.1,10.0,180,1021.5,1013.4,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,84,Safe,3mm wetsuit,SPF 50
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,12,9,1,0,1.53,330,16.6,1.22,57,0.23,5.1,18.7,73,76,3.8,2.0,92,1008.2,1005.1,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,46,Unsafe,semi-dry suit,SPF 50
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,4,9,1,0,3.03,41,22.0,0.52,86,0.17,2.3,24.4,88,21,4.9,6.1,280,1005.2,1007.1,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,44,Unsafe,5mm wetsuit,SPF 30
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,5,10,1,1,3.09,1,25.7,0.62,340,0.04,9.3,27.1,51,78,1.4,7.3,180,1020.5,1012.5,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,31,Unsafe,3mm wetsuit,SPF 50+
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,9,17,1,0,0.27,315,23.5,1.16,87,-0.16,5.3,25.7,74,42,6.9,1.3,151,1006.2,1006.0,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,73,Safe,5mm wetsuit,SPF 50
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,7,11,1,1,2.87,72,27.4,0.29,47,0.37,7.7,30.2,90,79,3.7,1.1,71,1016.2,1014.2,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,51,Unsafe,3mm wetsuit,SPF 50+
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,10,15,1,1,2.26,17,26.2,0.07,56,-0.36,6.9,26.8,88,79,3.2,2.3,238,1016.0,1015.8,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,65,Safe,3mm wetsuit,SPF 50
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,11,8,1,0,2.9,97,22.0,0.64,281,0.44,3.8,24.2,47,54,1.5,5.1,79,1006.9,1010.8,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,44,Unsafe,5mm wetsuit,SPF 30
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,7,18,1,0,0.75,127,27.3,0.41,344,0.04,6.4,29.3,66,54,3.3,12.2,243,1013.5,1005.1,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,81,Safe,3mm wetsuit,SPF 50
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,10,10,1,1,0.25,282,21.9,0.49,66,0.27,6.0,23.4,40,31,2.7,1.6,105,1009.5,1015.3,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,86,Safe,5mm wetsuit,SPF 50
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,12,16,1,0,1.52,38,16.9,1.15,271,-0.33,2.8,19.1,62,46,6.3,3.7,193,1021.1,1002.4,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,48,Unsafe,semi-dry suit,SPF 30
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,8,6,1,0,0.45,60,28.1,0.12,77,-0.35,3.9,30.6,69,55,0.9,7.9,26,1021.2,1006.2,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,91,Safe,light wetsuit,SPF 30
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,6,13,1,1,1.06,16,26.9,0.51,208,0.15,9.6,27.4,78,11,6.0,13.7,242,1021.3,1010.4,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,64,Safe,3mm wetsuit,SPF 50+
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,2,16,1,0,0.73,320,22.8,0.5,13,0.08,2.7,23.0,55,46,3.2,13.8,187,1005.5,1004.1,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,79,Safe,5mm wetsuit,SPF 30
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,5,6,1,0,3.1,255,24.2,1.2,325,0.21,6.4,25.1,75,31,6.4,5.4,341,1018.4,1003.3,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,30,Unsafe,3mm wetsuit,SPF 50
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,10,14,1,1,2.34,96,24.1,0.52,253,0.13,6.3,24.8,81,63,7.6,4.7,70,1008.6,1017.7,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,55,Unsafe,3mm wetsuit,SPF 50
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,10,18,1,0,0.82,35,23.2,1.1,22,0.48,3.1,23.4,43,17,4.2,10.9,93,1013.2,1004.6,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,66,Safe,5mm wetsuit,SPF 30
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,10,9,1,0,2.22,292,20.8,0.4,282,-0.08,4.4,22.0,82,42,4.7,5.5,171,1005.3,1015.5,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,59,Unsafe,5mm wetsuit,SPF 30
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,12,17,1,0,2.13,230,19.5,0.21,99,0.36,3.4,21.1,69,24,7.2,8.7,6,1021.0,1019.0,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,63,Safe,semi-dry suit,SPF 30
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,4,16,1,0,0.28,83,20.1,0.42,241,-0.2,4.9,22.0,41,67,4.7,3.6,136,1021.4,1007.4,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,87,Safe,5mm wetsuit,SPF 30
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,10,10,1,1,2.72,203,26.9,0.1,188,0.2,5.3,29.0,79,41,5.2,10.7,245,1009.6,1015.9,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,57,Unsafe,3mm wetsuit,SPF 50
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,6,14,1,1,0.21,265,29.8,0.92,217,0.19,6.2,30.1,66,1,1.6,3.8,180,1013.1,1000.8,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,78,Safe,light wetsuit,SPF 50
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,1,17,1,0,2.31,146,16.1,0.1,2,0.4,5.8,16.1,55,11,6.8,9.0,281,1021.7,1005.1,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,56,Unsafe,semi-dry suit,SPF 50
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,11,17,1,0,1.93,192,25.5,0.87,12,-0.42,4.5,26.6,47,54,1.2,2.8,111,1005.7,1018.1,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,54,Unsafe,3mm wetsuit,SPF 30
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,2,15,1,1,1.71,322,22.9,1.21,199,-0.24,5.3,23.9,80,4,2.9,9.8,178,1020.7,1010.2,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,50,Unsafe,5mm wetsuit,SPF 50
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,4,16,1,0,2.66,108,25.2,0.69,337,0.29,5.0,26.9,47,9,2.5,7.6,333,1014.0,1003.4,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,46,Unsafe,3mm wetsuit,SPF 30
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,12,9,1,0,1.69,176,16.0,0.22,159,0.44,5.1,17.5,46,38,6.1,8.4,75,1019.2,1007.9,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,62,Safe,semi-dry suit,SPF 50
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,2,15,1,1,2.74,139,17.4,0.75,156,0.42,4.6,19.0,76,59,6.7,9.6,325,1012.5,1006.5,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,39,Unsafe,semi-dry suit,SPF 30
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,11,14,1,1,1.44,238,22.7,0.6,180,0.19,4.5,24.5,79,59,0.8,8.5,131,1023.6,1005.9,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,66,Safe,5mm wetsuit,SPF 30
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,9,9,1,0,1.09,263,20.1,0.5,99,-0.22,5.8,21.0,66,13,7.7,8.8,322,1017.6,1014.5,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,74,Safe,5mm wetsuit,SPF 50
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,12,10,1,1,0.26,181,21.9,0.74,53,-0.14,7.1,22.0,85,36,0.3,6.8,21,1014.3,1006.7,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,81,Safe,5mm wetsuit,SPF 50+
25.35207,56.37852,Shark Island,Honeycomb moray eel,Gymnothorax favagineus,12,13,1,1,1.43,117,23.6,1.35,94,-0.19,7.6,26.1,68,65,3.9,12.1,166,1007.1,1017.9,6-14,55,Year-round,Sunny: good. Overcast: good. Rain: fair. Windy: fair.,Crevices and boulders. Do not harass.,52,Unsafe,5mm wetsuit,SPF 50+
